store_no,year,revenue,store_size,location_type,opening_date_first,population_within_5km,train_stations_within_500m,public_transport_stop_within_50m,public_transport_stop_within_100m,bank_atm_within_5km,atm_within_5km,shop_within_5km,supermarkets_within_5km,rest_cafe_pub_within_5km,parking_spaces_within_5km,bank_atm_within_500m,atm_within_500m,proportion_5th_income_quintile,monthly_rent_per_sqm
2416,2016,485700,321,Pedestrian zone,30/08/2010,199055,21,0,0,33,8,714,60,314,472,14,1,0.168185654,20.17757009
2415,2016,227350,393,Outskirts / residential,30/08/2010,70732,3,0,0,39,22,467,24,199,305,2,0,0.148820905,4.325699746
2425,2016,350007,301,Main shopping street,09/09/2010,31921,0,0,2,9,2,147,13,43,147,4,0,0.127913927,6.644518272
2421,2016,630411,393,Main shopping street,13/09/2010,39622,2,0,0,8,2,142,8,63,90,2,1,0.189929892,6.394402036
2420,2016,324955,338,Specialist retail center,13/09/2010,7539,2,0,0,5,0,41,5,25,70,0,0,0.254769921,6.177514793
2419,2016,283958,327,Main shopping street,13/09/2010,32975,0,0,0,8,2,122,15,29,81,3,0,0.218651544,7.033639144
2418,2016,211177,396,Specialist retail center,13/09/2010,5805,3,3,3,1,0,12,1,6,12,1,0,0.13022508,3.156565657
2424,2016,526778,387,Specialist retail center,20/09/2010,5101,0,0,0,2,0,15,4,12,26,2,0,0.132893497,7.343565891
2422,2016,678672,294,Specialist retail center,23/09/2010,53585,0,0,0,11,2,211,11,102,258,1,1,0.267102397,13.71428571
2426,2016,295070,326,Main shopping street,27/09/2010,10636,0,0,4,5,1,46,5,19,75,3,1,0.251540041,5.619631902
2427,2016,201894,297,Specialist retail center,27/09/2010,5693,0,0,0,4,1,19,3,15,39,2,0,0.25,
2429,2016,311078,324,Outskirts / residential,29/09/2010,80623,1,0,0,28,7,492,30,187,220,13,3,0.132932965,9.645061728
2433,2016,249252,354,Pedestrian zone,30/09/2010,23567,0,0,0,9,4,48,8,38,98,9,4,0.125132182,
2434,2016,530905,323,Specialist retail center,04/10/2010,131151,0,0,0,43,18,659,45,241,739,3,0,0.201553475,10.60359133
2448,2016,362210,398,Specialist retail center,04/10/2010,23848,0,0,0,4,0,35,6,12,38,2,0,0.240727273,8.917085427
2449,2016,635167,348,Specialist retail center,07/10/2010,6945,0,0,0,6,0,71,6,25,64,1,0,0.189295039,9.770114943
2432,2016,391039,266,Shopping center,12/10/2010,186315,0,0,0,37,15,421,35,132,597,9,4,0.190577589,12.03007519
2428,2016,324423,351,Main shopping street,14/10/2010,17529,0,0,2,6,1,62,7,24,72,2,0,0.173849525,7.977207977
2440,2016,416933,321,Pedestrian zone,18/10/2010,16443,2,0,0,11,4,80,10,64,125,9,3,0.122998078,13.56598131
2435,2016,302704,295,Main shopping street,18/10/2010,26046,0,2,2,7,1,124,8,38,103,5,0,0.276031033,
2437,2016,288095,291,Pedestrian zone,20/10/2010,8651,0,0,0,2,1,64,8,16,84,2,1,0.134901961,9.965635739
2423,2016,581020,383,Specialist retail center,25/10/2010,67710,2,0,2,8,2,71,7,28,228,2,0,0.292228645,8.403133159
2458,2016,398156,352,Specialist retail center,28/10/2010,16890,0,0,0,3,2,25,3,12,50,2,1,0.279069767,11.07954545
2459,2016,331122,310,Main shopping street,02/11/2010,61189,0,0,0,5,2,62,6,41,106,2,0,0.358817166,9.677419355
2466,2016,321661,306,Specialist retail center,08/11/2010,12271,0,0,0,5,2,39,4,15,45,5,2,0.194947368,7.352941176
2480,2016,328436,225,Main shopping street,15/11/2010,33295,0,0,2,19,9,92,8,37,115,8,6,0.288120825,13.33333333
2463,2016,280099,331,Main shopping street,16/11/2010,6388,0,0,0,2,0,15,3,9,12,2,0,0.179433368,8.3081571
2474,2016,426321,334,Pedestrian zone,18/11/2010,88902,0,0,1,27,7,831,35,149,336,15,3,0.089104639,11.9760479
2481,2016,268419,170,Main shopping street,18/11/2010,7806,1,0,0,3,0,13,2,7,35,3,0,0.134932534,3.476470588
2468,2016,281669,322,Main shopping street,22/11/2010,10530,0,0,0,4,0,86,8,32,80,2,0,0.150732729,10.55900621
2490,2016,480068,298,Pedestrian zone,29/11/2010,277029,2,0,0,33,9,427,41,145,671,1,0,0.15700772,11.26691275
2465,2016,280510,304,Main shopping street,29/11/2010,12083,0,0,0,1,0,27,4,15,41,1,0,0.10374891,3.388157895
2484,2016,275842,355,Main shopping street,29/11/2010,9073,2,1,3,2,0,31,3,16,19,2,0,0.178147268,6.197183099
2476,2016,269058,362,Main shopping street,29/11/2010,43610,0,0,0,17,10,144,14,61,297,4,2,0.310959622,5.801104972
2482,2016,300963,360,Main shopping street,02/12/2010,22619,0,0,0,2,0,29,8,17,34,2,0,0.225186766,6.388888889
2487,2016,222937,361,Specialist retail center,02/12/2010,10440,0,0,0,3,0,15,2,12,11,1,0,0.204524887,4.670360111
2492,2016,473867,245,Main shopping street,06/12/2010,24525,1,0,0,13,2,151,12,66,144,6,1,0.358509567,12.24489796
2472,2016,266653,311,Pedestrian zone,06/12/2010,28575,3,0,0,6,1,67,6,33,57,5,1,0.1918562,8.038585209
2452,2016,261862,234,Outskirts / residential,06/12/2010,8539,0,0,0,2,0,11,4,12,52,2,0,0.228941685,6.837606838
2483,2016,300507,327,Specialist retail center,09/12/2010,10864,0,0,0,3,0,58,7,15,46,0,0,0.15461624,7.920489297
2491,2016,300322,325,Specialist retail center,13/12/2010,10724,2,0,0,3,0,71,8,17,67,3,0,0.227816237,12.1044
2488,2016,231388,374,Main shopping street,13/12/2010,10804,1,0,0,2,0,15,3,7,22,1,0,0.226752504,3.20855615
2489,2016,208759,246,Specialist retail center,16/12/2010,6760,0,0,0,4,1,22,4,15,34,1,0,0.211195929,4.674796748
2473,2016,471380,354,Pedestrian zone,17/01/2011,146543,0,1,6,12,7,230,28,79,275,4,2,0.07450184,6.985875706
2494,2016,339511,266,Shopping center,27/01/2011,311591,0,3,3,25,13,691,43,411,382,3,2,0.078355667,10.90225564
2584,2016,283414,299,Specialist retail center,07/11/2011,46813,0,0,0,11,0,158,19,62,183,0,0,0.086244759,9.197324415
2585,2016,245930,421,Main shopping street,07/11/2011,8496,3,0,0,4,2,69,4,13,36,3,1,0.141439206,2.850356295
2586,2016,431961,434,Main shopping street,10/11/2011,15311,2,0,0,3,0,75,9,39,79,0,0,0.104285173,5.347926267
2582,2016,244161,386,Specialist retail center,10/11/2011,13044,0,0,0,4,0,15,3,11,42,1,0,0.186046512,4.792746114
2590,2016,314045,240,Main shopping street,14/11/2011,18814,0,0,2,3,1,51,5,25,38,2,0,0.233755943,10.20833333
2587,2016,301165,401,Shopping center,14/11/2011,95301,0,0,0,5,2,147,19,33,259,1,0,0.095540365,4.187481297
2588,2016,233183,373,Main shopping street,14/11/2011,10787,0,0,0,3,2,18,5,11,32,3,2,0.199799197,2.680965147
2591,2016,403602,341,Pedestrian zone,17/11/2011,117285,0,0,2,10,4,146,19,40,203,4,0,0.212256707,9.970674487
2592,2016,345705,267,Outskirts / residential,21/11/2011,119167,0,0,0,17,4,322,23,107,335,3,0,0.185353053,4.453183521
2596,2016,423448,353,Specialist retail center,24/11/2011,29799,0,0,0,8,0,69,13,27,77,0,0,0.281626506,10.42492918
2595,2016,563210,340,Specialist retail center,28/11/2011,15374,3,0,0,7,0,74,7,29,75,2,0,0.158033363,10.14705882
2594,2016,356285,367,Specialist retail center,28/11/2011,23037,0,0,0,4,0,57,7,9,31,3,0,0.141361257,9.291553134
2600,2016,319171,345,Main shopping street,28/11/2011,157667,0,0,3,4,1,88,13,34,137,1,0,0.216130733,8.405797101
2598,2016,314420,290,Main shopping street,28/11/2011,20139,2,1,2,1,0,23,6,22,55,1,0,0.246321526,8.275862069
2597,2016,293985,350,Main shopping street,28/11/2011,8578,0,1,1,4,0,45,3,19,93,4,0,0.217292378,5.214285714
2599,2016,275557,283,Specialist retail center,12/12/2011,3466,0,0,0,3,1,41,4,30,29,0,0,0.138413686,7.77385159
2605,2016,367461,350,Main shopping street,16/01/2012,21160,0,1,1,2,0,13,4,13,40,0,0,0.131595677,4.385714286
2603,2016,312017,480,Main shopping street,19/01/2012,14807,0,0,0,4,1,46,8,9,36,0,0,0.146687697,4.8875
2602,2016,379969,306,Main shopping street,23/01/2012,15274,0,0,2,4,2,31,6,24,42,3,1,0.140431091,9.803921569
2604,2016,298762,425,Main shopping street,30/01/2012,12064,0,2,4,2,0,33,3,16,35,2,0,0.197736352,4.705882353
2607,2016,309119,340,Specialist retail center,13/02/2012,143981,0,0,2,15,6,542,33,132,692,1,0,0.114001986,9.411764706
2609,2016,316105,385,Main shopping street,18/02/2012,20060,0,0,0,7,2,129,11,41,71,4,1,0.280961183,10.25974026
2613,2016,498376,409,Main shopping street,27/02/2012,10273,0,1,1,1,0,19,4,20,32,0,0,0.179956897,4.034229829
2622,2016,271314,333,Main shopping street,12/03/2012,39726,0,0,0,9,1,284,10,69,107,8,1,0.24926608,
2617,2016,323025,298,Main shopping street,19/03/2012,24089,0,0,0,12,5,72,12,24,61,2,1,0.195542047,10.42637584
2618,2016,266463,385,Main shopping street,19/03/2012,62494,0,0,0,12,1,151,15,60,111,2,0,0.19622093,3.483116883
2621,2016,266254,378,Main shopping street,19/03/2012,21754,1,2,4,4,0,35,8,17,62,3,0,0.260322256,7.142857143
2624,2016,247686,373,Outskirts / residential,19/03/2012,26015,2,0,0,3,0,32,4,14,107,1,0,0.182481752,3.619302949
2619,2016,528852,381,Pedestrian zone,26/03/2012,24647,0,0,0,9,3,60,11,36,58,2,0,0.214067278,6.56167979
2625,2016,235538,258,Main shopping street,29/03/2012,31703,0,0,0,12,2,104,10,38,116,6,1,0.254032258,
2623,2016,317017,324,Specialist retail center,05/04/2012,25333,0,1,2,9,0,109,10,38,147,2,0,0.188626126,9.259259259
2628,2016,337287,355,Main shopping street,16/04/2012,68310,4,4,4,59,38,515,26,236,376,14,9,0.105236572,10.42253521
2626,2016,295860,331,Outskirts / residential,16/04/2012,14285,0,0,0,4,1,36,6,13,43,0,0,0.296078431,6.948640483
2631,2016,201855,281,Main shopping street,03/05/2012,49917,0,1,7,10,2,93,10,36,93,3,1,0.181685339,
2630,2016,328133,300,Specialist retail center,07/05/2012,12767,0,0,0,4,0,31,6,14,24,3,0,0.152662722,9.333333333
2632,2016,229043,291,Shopping center,07/05/2012,237514,4,0,0,27,16,350,38,112,634,11,5,0.088584021,
2634,2016,264121,304,Specialist retail center,10/05/2012,6861,2,0,0,4,2,49,7,5,61,2,1,0.130821918,9.210526316
2636,2016,448193,415,Specialist retail center,14/05/2012,12723,4,1,2,3,0,42,10,24,58,1,0,0.087537994,7.043373494
2635,2016,250604,300,Main shopping street,14/05/2012,182424,0,0,0,22,4,313,31,116,1652,7,0,0.15820643,8.333333333
2637,2016,291675,264,Shopping center,24/05/2012,33093,1,0,2,15,5,236,12,107,178,8,1,0.0950783,
2638,2016,394160,303,Specialist retail center,04/06/2012,52658,0,0,0,7,0,111,13,59,258,0,0,0.421455939,11.55115512
2641,2016,388544,300,Pedestrian zone,18/06/2012,9870,0,0,0,3,0,32,6,11,33,3,0,0.142312579,9.333333333
2642,2016,200930,335,Main shopping street,18/06/2012,21843,0,0,0,5,1,35,10,17,84,4,1,0.273698885,
2646,2016,241132,304,Main shopping street,28/06/2012,13559,0,0,0,6,1,78,6,23,101,5,0,0.129049973,3.289473684
2656,2016,223286,390,Main shopping street,02/07/2012,7483,0,0,0,5,1,48,3,16,44,5,1,0.142268041,
2648,2016,207743,331,Main shopping street,02/07/2012,6149,1,0,0,4,1,20,2,3,21,4,1,0.135608856,
2649,2016,293234,303,Specialist retail center,09/07/2012,18690,4,0,0,3,1,69,7,25,46,2,0,0.203684749,10.18481848
2657,2016,273875,321,Main shopping street,09/07/2012,41117,0,0,0,2,0,62,3,21,76,2,0,0.200973054,5.919003115
2651,2016,301693,341,Pedestrian zone,12/07/2012,16824,0,0,0,7,1,107,10,42,81,5,1,0.086455331,10.89442815
2661,2016,279841,295,Pedestrian zone,16/07/2012,19873,0,0,0,9,4,139,10,28,153,7,2,0.088423374,7.118644068
2654,2016,244790,374,Main shopping street,16/07/2012,9421,1,0,0,5,1,26,7,23,63,5,1,0.218015666,
2652,2016,208394,349,Specialist retail center,16/07/2012,30147,0,0,2,14,5,176,12,47,140,8,2,0.247930627,
2662,2016,431834,324,Main shopping street,19/07/2012,11199,0,0,0,3,1,78,4,44,150,3,1,0.139853748,13.27160494
2650,2016,354880,308,Specialist retail center,23/07/2012,22686,0,0,2,16,6,110,10,50,101,7,4,0.259501966,12.66233766
2665,2016,348490,360,Main shopping street,23/07/2012,8038,1,0,0,3,0,37,3,32,32,3,0,0.256244218,6.75
2658,2016,344604,430,Specialist retail center,23/07/2012,17419,0,0,0,10,3,122,11,43,141,0,0,0.099706745,8.139534884
2666,2016,239175,366,Pedestrian zone,23/07/2012,68764,0,0,0,20,8,190,21,81,269,2,0,0.180758017,4.508196721
2671,2016,322037,282,Main shopping street,26/07/2012,73897,0,3,11,43,10,394,28,171,897,17,1,0.118559825,10.63829787
2664,2016,277912,267,Shopping center,26/07/2012,510609,0,0,0,132,73,1490,128,857,791,4,2,0.257971014,
2669,2016,237065,376,Main shopping street,26/07/2012,14940,0,0,0,4,1,49,7,16,82,4,1,0.265454545,
2670,2016,333586,347,Pedestrian zone,30/07/2012,22552,2,0,1,11,0,47,11,44,67,5,0,0.161403509,10.08645533
2659,2016,274761,307,Main shopping street,30/07/2012,27604,0,0,0,9,2,58,10,26,67,4,1,0.209969789,9.364820847
2675,2016,481659,382,Main shopping street,02/08/2012,12011,0,2,4,3,1,67,10,24,57,3,1,0.277956989,9.685863874
2674,2016,309983,351,Main shopping street,02/08/2012,29186,0,0,0,9,3,98,8,47,437,1,0,0.299512195,4.273504274
2673,2016,268155,233,Pedestrian zone,02/08/2012,26811,0,0,1,5,3,55,6,12,35,3,1,0.208261618,6.43776824
2676,2016,453192,365,Main shopping street,06/08/2012,14377,0,0,0,8,2,119,5,52,156,3,0,0.164069661,6.849315068
2680,2016,257453,404,Specialist retail center,06/08/2012,70573,0,0,0,26,8,432,33,160,432,2,1,0.08688819,7.301980198
2678,2016,250132,277,Main shopping street,09/08/2012,55288,0,0,1,7,0,80,6,50,104,3,0,0.162844037,4.693140794
2683,2016,295849,313,Outskirts / residential,13/08/2012,48424,0,1,1,20,2,166,14,132,161,1,1,0.176946411,7.667731629
2685,2016,321911,350,Specialist retail center,16/08/2012,6708,0,0,0,5,1,16,1,13,31,2,0,0.211267606,5.285714286
2679,2016,284275,360,Pedestrian zone,16/08/2012,12117,1,0,0,6,1,61,8,14,245,4,0,0.117031399,6.666666667
2697,2016,314553,341,Main shopping street,20/08/2012,15382,0,2,6,7,2,126,8,42,130,5,1,0.14021164,9.677419355
2687,2016,317904,350,Main shopping street,27/08/2012,30635,0,0,1,8,2,108,8,56,416,2,0,0.403314917,4.428571429
2686,2016,260378,320,Main shopping street,27/08/2012,51069,2,0,0,14,4,272,18,79,222,2,0,0.334401709,5.3125
2701,2016,256665,229,Pedestrian zone,27/08/2012,10534,0,0,0,7,2,86,7,19,179,6,1,0.148676171,9.6069869
2702,2016,241009,395,Specialist retail center,27/08/2012,34655,0,0,0,3,0,56,5,33,92,1,0,0.329774614,5.689670886
2703,2016,314354,279,Pedestrian zone,30/08/2012,41079,0,0,0,19,5,177,16,66,123,12,3,0.106698389,
2691,2016,308333,285,Outskirts / residential,30/08/2012,44434,0,0,0,8,2,78,12,42,87,3,0,0.159137577,10.52631579
2688,2016,296573,388,Main shopping street,30/08/2012,55907,0,0,0,11,3,105,9,66,223,3,0,0.36063259,6.548969072
2704,2016,221087,385,Main shopping street,30/08/2012,34451,0,0,0,15,3,128,10,75,187,2,0,0.267734554,4.480519481
2709,2016,410220,287,Pedestrian zone,03/09/2012,179833,1,0,0,57,20,642,39,288,596,4,0,0.116594179,11.32404181
2710,2016,259986,298,Main shopping street,03/09/2012,53226,0,0,5,23,11,240,21,92,338,5,3,0.134627832,7.046979866
2682,2016,198988,347,Main shopping street,03/09/2012,32402,0,0,2,5,1,67,5,36,102,2,0,0.262978986,
2692,2016,288927,315,Main shopping street,06/09/2012,110073,0,0,2,48,14,605,38,260,693,4,1,0.291368701,7.936507937
2700,2016,285932,365,Outskirts / residential,10/09/2012,239054,5,0,1,50,12,587,40,283,470,3,0,0.225915605,8.493150685
2707,2016,346973,241,Main shopping street,13/09/2012,10467,0,0,2,4,0,24,4,26,62,2,0,0.278443114,10.37344398
2705,2016,311466,345,Main shopping street,13/09/2012,23002,1,0,0,8,5,88,9,24,103,5,2,0.117812626,8.985507246
2699,2016,277451,327,Main shopping street,17/09/2012,9145,1,0,0,4,1,7,5,11,34,3,1,0.23814329,7.155963303
2717,2016,305368,265,Main shopping street,20/09/2012,318523,0,0,1,112,42,1536,69,889,639,8,2,0.283335665,13.58490566
2726,2016,277029,308,Outskirts / residential,20/09/2012,58517,1,2,2,6,1,35,6,18,112,2,1,0.291267943,6.980519481
2711,2016,272236,380,Main shopping street,20/09/2012,14606,0,0,0,7,3,87,6,39,731,4,1,0.071021957,5.526315789
2733,2016,388804,325,Main shopping street,24/09/2012,110775,2,0,0,18,7,164,14,88,259,1,0,0.308954204,9.230769231
2720,2016,334160,326,Main shopping street,24/09/2012,2678,0,0,0,1,0,16,3,20,18,1,0,0.154135338,7.36196319
2758,2016,331216,398,Outskirts / residential,24/09/2012,12111,2,0,0,6,0,90,7,25,85,5,0,0.183271833,5.653266332
2755,2016,554037,351,Specialist retail center,27/09/2012,11145,3,0,0,7,2,63,5,40,99,4,0,0.227974569,12.82051282
2715,2016,425312,531,Outskirts / residential,27/09/2012,23348,2,0,1,5,1,66,4,53,57,2,0,0.279312462,9.416195857
2721,2016,311759,284,Specialist retail center,27/09/2012,7547,2,0,0,5,0,26,7,15,37,1,0,0.155287818,6.61971831
2738,2016,294636,313,Specialist retail center,27/09/2012,16281,2,0,0,6,1,226,9,55,163,0,0,0.111603546,7.028753994
2725,2016,291979,370,Main shopping street,27/09/2012,13579,0,0,0,6,3,25,10,18,215,0,0,0.174161897,7.702702703
2754,2016,291836,274,Outskirts / residential,27/09/2012,18206,2,0,0,7,1,67,5,40,226,2,0,0.292058516,9.927007299
2734,2016,275762,336,Specialist retail center,27/09/2012,9612,2,0,0,5,0,35,7,15,78,3,0,0.146712803,4.232142857
2732,2016,511209,477,Specialist retail center,01/10/2012,27886,1,0,2,9,3,106,6,40,70,2,0,0.265222482,9.628930818
2724,2016,475492,305,Main shopping street,01/10/2012,46617,0,0,0,15,1,162,24,63,205,8,0,0.086216676,16.07767213
2757,2016,378879,261,Main shopping street,01/10/2012,30552,0,0,0,10,0,50,8,39,159,2,0,0.26619628,7.375478927
2740,2016,278310,265,Specialist retail center,01/10/2012,14195,3,0,0,5,1,72,9,29,62,0,0,0.124391563,
2727,2016,199125,376,Specialist retail center,01/10/2012,11464,0,0,0,3,0,35,4,13,17,2,0,0.256880734,1.329787234
2768,2016,306406,269,Main shopping street,04/10/2012,25810,0,0,2,7,1,142,14,50,88,2,0,0.235192391,5.576208178
2731,2016,388775,306,Main shopping street,05/10/2012,61773,2,0,0,7,2,37,6,29,60,3,0,0.193622921,12.25490196
2719,2016,480619,436,Shopping center,08/10/2012,62067,0,1,1,26,8,120,15,79,185,4,2,0.259163153,4.587155963
2742,2016,432525,281,Specialist retail center,08/10/2012,35064,0,0,0,2,0,22,3,14,41,0,0,0.195691203,9.159893238
2693,2016,383393,262,Specialist retail center,08/10/2012,6464,0,0,0,2,0,35,4,8,32,2,0,0.101398601,8.396946565
2759,2016,340554,196,Specialist retail center,08/10/2012,11671,2,2,2,5,1,32,4,17,36,3,1,0.195983936,11.73469388
2756,2016,253701,348,Main shopping street,08/10/2012,16852,0,0,0,6,1,51,10,33,94,3,0,0.130235602,8.620689655
2712,2016,355111,295,Main shopping street,11/10/2012,14187,2,0,0,3,0,100,7,23,61,3,0,0.115678215,11.18644068
2714,2016,181629,218,Main shopping street,11/10/2012,40320,1,0,0,6,2,92,6,31,112,2,0,0.362292052,4.587155963
2750,2016,365849,221,Main shopping street,15/10/2012,20966,3,0,0,11,3,209,7,81,167,8,2,0.326168929,18.32579186
2741,2016,327386,409,Main shopping street,15/10/2012,16157,1,0,4,5,1,106,6,24,170,2,0,0.211351755,8.068459658
2718,2016,267577,250,Specialist retail center,15/10/2012,10090,0,0,2,5,2,67,7,24,68,0,0,0.152817574,5.13
2760,2016,252084,252,Pedestrian zone,15/10/2012,29846,0,0,0,8,3,43,9,16,64,4,1,0.191709845,7.936507937
2786,2016,238097,270,Pedestrian zone,18/10/2012,97373,0,0,2,40,13,734,31,255,460,13,3,0.182750224,
2762,2016,508439,369,Outskirts / residential,22/10/2012,26565,1,0,0,9,0,144,11,36,107,2,0,0.108415842,11.38211382
2723,2016,400017,318,Pedestrian zone,22/10/2012,151949,0,0,0,11,3,193,13,76,188,5,1,0.178688113,8.018867925
2763,2016,328851,398,Outskirts / residential,22/10/2012,9299,0,0,0,4,0,30,6,12,57,4,0,0.164665523,10.85193467
2782,2016,303979,293.57,Shopping center,22/10/2012,277356,6,0,1,32,17,412,61,142,766,5,4,0.10221328,8.961406138
2736,2016,289574,383,Specialist retail center,22/10/2012,15830,0,0,0,5,0,41,6,17,27,1,0,0.151648352,5.953002611
2708,2016,259666,339,Main shopping street,22/10/2012,6924,0,0,2,3,1,42,2,12,92,3,1,0.232581967,5.480235988
2766,2016,489417,360,Pedestrian zone,25/10/2012,39201,4,0,0,10,2,82,14,52,153,6,0,0.163002513,17.08333333
2748,2016,404634,398,Pedestrian zone,25/10/2012,51878,0,0,0,14,3,284,15,95,244,8,1,0.178159669,13.96190955
2744,2016,303224,360,Specialist retail center,25/10/2012,10827,0,0,0,5,0,39,5,27,50,0,0,0.220368745,8.055555556
2765,2016,300072,350,Specialist retail center,25/10/2012,38478,0,0,0,22,13,136,13,66,159,2,2,0.26492986,13.5
2753,2016,262518,291,Main shopping street,25/10/2012,12681,1,0,0,5,0,55,7,15,52,5,0,0.154633314,9.10652921
2767,2016,501064,515,Shopping center,29/10/2012,84692,0,0,0,12,5,236,18,72,467,2,0,0.09509434,9.708737864
2772,2016,344592,406,Specialist retail center,29/10/2012,9607,0,1,1,5,1,152,6,48,61,0,0,0.108589951,9.113300493
2770,2016,337532,454,Shopping center,29/10/2012,9880,1,0,0,3,1,33,4,16,88,3,1,0.109286166,4.425110132
5347,2016,232400,490,Unknown,02/12/2013,27499,0,0,1,4,1,66,5,20,79,2,1,0.274250441,10.37959184
2800,2016,281197,247,Main shopping street,29/10/2012,33965,2,1,2,8,1,52,6,26,73,3,0,0.290407359,8.906882591
2801,2016,366337,421,Main shopping street,02/11/2012,14216,2,2,2,8,4,70,8,35,107,6,3,0.171081678,7.078812352
2773,2016,416858,350,Main shopping street,05/11/2012,10852,2,0,0,6,2,67,7,28,115,6,2,0.196875,12.04857143
2788,2016,352901,250,Pedestrian zone,05/11/2012,21749,0,0,0,12,3,75,12,29,109,7,0,0.114242424,14
2769,2016,300591,254,Pedestrian zone,05/11/2012,16072,3,0,0,13,5,174,9,53,167,11,5,0.204294835,12.99212598
2776,2016,363001,369,Specialist retail center,06/11/2012,6744,0,0,0,3,0,25,2,23,38,3,0,0.180212014,6.504065041
2795,2016,301567,289,Pedestrian zone,07/11/2012,77622,0,0,0,18,4,115,16,59,166,3,1,0.167792489,12.11072664
2785,2016,579044,328,Specialist retail center,08/11/2012,9315,0,0,0,3,0,29,6,28,48,0,0,0.155887231,10.36585366
2794,2016,495130,336,Main shopping street,12/11/2012,17089,0,0,0,4,2,12,3,18,47,0,0,0.177383592,6.547619048
2777,2016,352137,285,Pedestrian zone,12/11/2012,25105,2,0,0,8,0,121,7,39,276,4,0,0.22875817,10.52631579
2791,2016,228780,369,Specialist retail center,19/11/2012,45559,0,0,0,15,5,126,16,57,179,5,1,0.205963726,
2802,2016,227979,270,Main shopping street,19/11/2012,10451,1,0,0,2,0,58,6,16,71,2,0,0.157619359,
2815,2016,189477,360,Main shopping street,19/11/2012,30934,0,0,0,12,1,249,9,69,147,8,0,0.209380235,
2812,2016,634252,390,Main shopping street,22/11/2012,35747,1,0,0,16,7,106,11,62,194,4,1,0.235960145,10.76923077
2792,2016,395238,333,Pedestrian zone,22/11/2012,5159,0,0,0,4,0,42,7,13,79,4,0,0.171189979,5.345345345
2804,2016,367851,349,Main shopping street,22/11/2012,30000,1,0,0,9,1,93,7,31,147,2,0,0.367713004,7.449856734
2779,2016,249501,308,Main shopping street,22/11/2012,5767,0,0,0,4,2,92,6,25,76,3,1,0.134846462,7.142857143
2790,2016,246899,257,Main shopping street,22/11/2012,98652,0,2,4,20,8,329,20,105,383,3,1,0.162007168,12.45136187
2783,2016,771936,327,Main shopping street,26/11/2012,522819,9,0,2,86,36,860,97,406,612,8,1,0.22481798,30.45412844
2816,2016,427961,239,Main shopping street,26/11/2012,37340,0,0,0,10,3,102,11,62,145,2,0,0.25862069,7.112970711
2784,2016,348311,331,Specialist retail center,26/11/2012,47185,2,0,0,11,0,160,19,63,181,1,0,0.086115246,9.67776435
2747,2016,320700,354,Main shopping street,26/11/2012,13723,0,0,0,5,1,36,11,20,82,4,0,0.217421603,8.474576271
2798,2016,267949,456,Shopping center,26/11/2012,25991,0,0,0,1,0,33,2,8,52,1,0,0.331210191,5.043859649
2808,2016,520625,300,Specialist retail center,29/11/2012,33404,2,0,2,9,2,224,17,71,159,4,2,0.080645161,11.59
2797,2016,293938,337,Specialist retail center,29/11/2012,7588,2,0,0,2,0,25,5,11,31,2,0,0.10829639,7.715133531
2806,2016,273750,453,Pedestrian zone,29/11/2012,26670,0,0,4,15,7,184,14,56,151,7,1,0.239803625,
2866,2016,530512,442,Specialist retail center,03/12/2012,7552,3,0,0,2,0,19,4,12,85,2,0,0.166666667,9.555972851
2878,2016,431009,322,Pedestrian zone,03/12/2012,125867,0,2,6,67,26,731,52,343,990,13,4,0.270657213,14.53102484
2819,2016,401587,308,Specialist retail center,03/12/2012,7670,0,0,1,2,0,25,2,17,60,1,0,0.211666667,10.36308442
2865,2016,378820,304,Specialist retail center,03/12/2012,25766,0,0,0,6,1,70,5,27,138,0,0,0.223561644,9.851973684
2810,2016,340052,344,Specialist retail center,03/12/2012,11623,1,0,0,6,1,53,2,42,84,4,1,0.164467898,7.848837209
2859,2016,264553,349,Pedestrian zone,03/12/2012,6750,2,0,1,4,1,55,8,14,55,3,0,0.109318996,8.166189112
2774,2016,195191,382,Main shopping street,03/12/2012,11296,0,0,1,5,0,31,8,15,56,4,0,0.085749537,
2867,2016,434135,367,Shopping center,06/12/2012,69935,0,4,6,30,13,422,19,138,191,1,0,0.098203092,5.449591281
2746,2016,370607,297,Main shopping street,06/12/2012,258732,2,2,4,24,11,294,41,184,259,3,1,0.151912134,14.30976431
2814,2016,313301,331,Specialist retail center,06/12/2012,13874,0,0,0,3,1,17,3,8,16,3,1,0.272093023,7.930513595
2870,2016,244953,297,Main shopping street,06/12/2012,169876,0,3,3,28,13,746,48,221,912,3,0,0.086158192,
2873,2016,425946,386,Specialist retail center,10/12/2012,7190,0,0,0,4,0,29,5,17,50,2,0,0.21685254,5.699481865
2871,2016,322103,238,Main shopping street,10/12/2012,29995,0,0,0,9,2,118,6,35,71,7,1,0.238053292,14.70588235
2813,2016,266537,346,Main shopping street,10/12/2012,49227,0,0,0,13,6,104,13,48,203,3,0,0.398556536,5.63583815
2799,2016,263980,344,Main shopping street,10/12/2012,9086,0,0,0,3,0,19,6,12,13,2,0,0.087912088,4.360465116
2877,2016,367682,417,Main shopping street,13/12/2012,18973,0,0,0,9,2,80,5,39,94,9,2,0.176345609,7.074340528
